Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Incubation Center,Name of the startup,Location of company,Sector,Company profile,Year,Allocation of Funds under SISFS (in Rs. crore),Funds Approved under SISFS (in Rs. crore),States/UT,2020,2021,2022,Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
,,Self Drive car and bike rental platform,,,,,,,,,,,,,,,,,,533.0,06/10/2017,Drivezy,Consumer Internet,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,"1,00,00,000",
,,Student Micro-financing platform,,,,,,,,,,,,,,,,,,534.0,06/10/2017,Slice Pay,Consumer Internet,Bangalore,"Das Capital, Simile Ventures",Private Equity,"20,00,000",
,,Agriculture Supply Chain management solutions,,,,,,,,,,,,,,,,,,535.0,09/10/2017,Agrowave,Technology,Gurgaon,Daffodil Software,Seed Funding,,
,,Home Interior Designing Seller,,,,,,,,,,,,,,,,,,536.0,09/10/2017,MyGubbi,eCommerce,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,"27,00,000",
,,Treasury Risk Management Solution,,,,,,,,,,,,,,,,,,537.0,09/10/2017,IBSFintech,Technology,Bangalore,Shailesh Haribhakti,Seed Funding,,
,,Auto Service Logistics & SAAS platform,,,,,,,,,,,,,,,,,,538.0,09/10/2017,Letsservice,Consumer Internet,Bangalore,Aequs Group,Private Equity,,
,,Education Technology platform,,,,,,,,,,,,,,,,,,539.0,09/10/2017,OneStepUp,Technology,New Delhi,Orient BlackSwan,Seed Funding,"3,36,000",
,,AI-powered anti-fraud solutions,,,,,,,,,,,,,,,,,,540.0,09/10/2017,ThirdWatch,Technology,Gurgaon,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,
,,AI-powered deep learning solutions,,,,,,,,,,,,,,,,,,541.0,10/10/2017,Parallel Dots,Technology,Gurgaon,"Multipoint Capital,",Private Equity,"14,00,000",
,,online restaurant reservation platform,,,,,,,,,,,,,,,,,,542.0,10/10/2017,Easy Diner,Consumer Internet,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,"45,00,000",
,,Online Reseller Network,,,,,,,,,,,,,,,,,,543.0,11/10/2017,Meesho,ECommerce,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,"31,00,000",
,,Medical Transportation Services,,,,,,,,,,,,,,,,,,544.0,11/10/2017,StanPlus,Logistics,Hyderabad,KStart Capital,Private Equity,"11,00,000",
,,"Education Network for Institutions, teachers & Students",,,,,,,,,,,,,,,,,,545.0,12/10/2017,UCLID,Technology,Hyderabad,Undisclosed investors,Seed Funding,"2,35,000",
,,Online insurance policy aggregator,,,,,,,,,,,,,,,,,,546.0,13/10/2017,Policy Bazaar,Consumer Internet,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,"7,70,00,000",
,,home maintenance services platform,,,,,,,,,,,,,,,,,,547.0,13/10/2017,Gapoon,Consumer Internet,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,"2,50,000",
,,Online Chai ordering platform,,,,,,,,,,,,,,,,,,548.0,13/10/2017,Chaayos,eCommerce,Gurgaon,Tiger Global Management,Private Equity,"20,00,000",
,,Micro-lending platform,,,,,,,,,,,,,,,,,,549.0,16/10/2017,KrazyBee,Consumer Internet,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,"80,00,000",
,,Online Insurance Aggregator,,,,,,,,,,,,,,,,,,550.0,16/10/2017,Renew Buy,Consumer Internet,New Delhi,Amicus Capital,Private Equity,"92,00,000",
,,Food Ordering Portal,,,,,,,,,,,,,,,,,,551.0,17/10/2017,Fingerlix,Consumer Internet,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,"70,00,000",
,,Online Financial Marketplace,,,,,,,,,,,,,,,,,,552.0,18/10/2017,Bank Bazaar,Consumer Internet,Chennai,Experian,Private Equity,"70,00,000",
,,App building platform,,,,,,,,,,,,,,,,,,553.0,18/10/2017,Hasura,Technology,Chennai,"Nexus, GREE Ventures",Private Equity,,
,,B2B Logistics provider,,,,,,,,,,,,,,,,,,554.0,18/10/2017,BlackBuck,Logistics,Bangalore,Innoven Capital,Private Equity,"77,00,000",
,,Online peer-to-peer lending platform,,,,,,,,,,,,,,,,,,555.0,18/10/2017,LenDen Club,Consumer Internet,Mumbai,Undisclosed Investor,Seed Funding,"5,00,000",
,,Mobile based learning app,,,,,,,,,,,,,,,,,,556.0,23/10/2017,Toppr,Consumer Internet,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,"70,00,000",
,,Cold pressed Juice maker,,,,,,,,,,,,,,,,,,557.0,23/10/2017,RAW Pressery,Food & Beverage,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,"60,00,000",
,,app-only lending platform,,,,,,,,,,,,,,,,,,558.0,23/10/2017,Cashe,Consumer Internet,Mumbai,IFMR Capital,Debt Funding,"31,00,000",
,,Machine learning based parking discovery,,,,,,,,,,,,,,,,,,559.0,23/10/2017,Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,"1,18,000",
,,Cold Chain monitoring solution,,,,,,,,,,,,,,,,,,560.0,24/10/2017,TagBox,Technology,Bangalore,"Indian Angel network, IAN Fund",Seed Funding,,
,,Herbal energy shot maker,,,,,,,,,,,,,,,,,,561.0,24/10/2017,FYRE,Food & Beverage,Mumbai,Venture Catalysts,Seed Funding,"5,00,000",
,,SME lending platform,,,,,,,,,,,,,,,,,,562.0,24/10/2017,ZipLoan,Consumer Internet,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,"30,00,000",
,,Online Learning Platform,,,,,,,,,,,,,,,,,,563.0,24/10/2017,Skillenza,Consumer Internet,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,"7,22,000",
,,Frozen Meat provider,,,,,,,,,,,,,,,,,,564.0,24/10/2017,Chevon,Food & Beverage,Mumbai,Greenfield Advisory,Private Equity,,
,,Real Estate content portal,,,,,,,,,,,,,,,,,,565.0,25/10/2017,PropStory,Consumer Internet,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,
,,Contract Automation,,,,,,,,,,,,,,,,,,566.0,25/10/2017,SpotDraft,Consumer Internet,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,"5,50,000",
,,Online Grocery portal,,,,,,,,,,,,,,,,,,567.0,26/10/2017,Big Basket,eCommerce,Bangalore,Helion Ventures Partners,Private Equity,"50,00,000",
,,B2B Finance & Fulfilment Network,,,,,,,,,,,,,,,,,,568.0,27/10/2017,OfBusiness,Technology,Gurgaon,Kotak Mahindra Bank,Debt Funding,"38,00,000",
,,Credit + payment mobile app,,,,,,,,,,,,,,,,,,569.0,27/10/2017,Olly Credit,Technology,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,
,,Payments Platform for Marketplaces and Fintechs,,,,,,,,,,,,,,,,,,570.0,28/10/2017,CashFree,Technology,New Delhi,Y Combinator,Seed Funding,"1,20,000",
,,App based cab hailing services,,,,,,,,,,,,,,,,,,571.0,28/10/2017,Ola Cabs,Consumer Internet,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,"77,00,000",
,,Agriculture Technology,,,,,,,,,,,,,,,,,,572.0,30/10/2017,GoldFarm,Food & Beverage,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,"20,00,000",
,,Online Pharmacy,,,,,,,,,,,,,,,,,,573.0,31/10/2017,NetMeds,ECommerce,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,"1,40,00,000",
,,Equity Stock Exchange,,,,,,,,,,,,,,,,,,574.0,31/10/2017,MSE,Finance,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,"3,20,00,000",
,,Online B2B store for office supplies,,,,,,,,,,,,,,,,,,575.0,01/09/2017,Aahaa Stores,eCommece,Chennai,YourNest Angel Fund,Private Equity,"10,00,000",
,,Online Doctor Discovery platform,,,,,,,,,,,,,,,,,,576.0,01/09/2017,MFine,Consumer Internet,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,"15,00,000",
,,Online Photography platform,,,,,,,,,,,,,,,,,,577.0,01/09/2017,Canvera,Consumer Internet,Mumbai,InfoEdge,Private Equity,"13,00,000",
,,Application Performance Acceleration,,,,,,,,,,,,,,,,,,578.0,04/09/2017,PrimaryIO,Technology,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,"56,00,000",
,,online lending platform,,,,,,,,,,,,,,,,,,579.0,05/09/2017,Shubh Loans,Consumer Internet,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,"15,00,000",
,,EduTech Platform,,,,,,,,,,,,,,,,,,580.0,05/09/2017,Nest Education,Technology,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,"6,00,000",
,,Online Lending Platform,,,,,,,,,,,,,,,,,,581.0,06/09/2017,Lending Kart,Consumer Internet,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,"1,07,50,000",
,,Online travel booking platform,,,,,,,,,,,,,,,,,,582.0,06/09/2017,GoFro,Consumer Internet,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,"1,00,00,000",
,,Medical Diagnostic Solutions,,,,,,,,,,,,,,,,,,583.0,06/09/2017,OncoStem,Healthcare,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,"60,00,000",
,,Buying Club for Small Businesses,,,,,,,,,,,,,,,,,,584.0,06/09/2017,Power2SME,eCommerce,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,"2,60,00,000",
,,Online Credit scoring platform,,,,,,,,,,,,,,,,,,585.0,07/09/2017,Credit Vidya,Consumer Internet,Mumbai,Matrix Partners,Private Equity,"50,00,000",
,,Pet care portal & mobile app,,,,,,,,,,,,,,,,,,586.0,07/09/2017,Tails Life,Consumer Internet,Bangalore,V Balakrishnan.,Private Equity,,
,,Branded budget hotels marketplace,,,,,,,,,,,,,,,,,,587.0,07/09/2017,OYO Rooms,Consumer Internet,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,"25,00,00,000",
,,Online Unsecured Lending platform,,,,,,,,,,,,,,,,,,588.0,07/09/2017,Early Salary,Consumer Internet,Pune,IFMR Capital,Debt Funding,"7,80,000",
,,online babycare products marketplace,,,,,,,,,,,,,,,,,,589.0,07/09/2017,MamaEarth,eCommerce,Gurgaon,Fireside Ventures,Seed Funding,,
,,Ecommerce portal for senior citizens,,,,,,,,,,,,,,,,,,590.0,07/09/2017,Seniority,eCommerce,Pune,RPG Enterprises,Private Equity,"10,00,000",
,,Micro Lending Platform,,,,,,,,,,,,,,,,,,591.0,08/09/2017,AYE Finance,Consumer Internet,New Delhi,"Triodos Investment Management,",Debt Funding,"69,00,000",
,,Agre-Tech Mobile app,,,,,,,,,,,,,,,,,,592.0,08/09/2017,Farmizen,Technology,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,,
,,Logistics Solutions provider,,,,,,,,,,,,,,,,,,593.0,11/09/2017,Ecom Express,Logistics,New Delhi,Warburg Pincus,Private Equity,"3,00,00,000",
,,Healthcare Services Aggregator,,,,,,,,,,,,,,,,,,594.0,11/09/2017,Call Health,Consumer Internet,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,"62,00,000",
,,Health Food etailer,,,,,,,,,,,,,,,,,,595.0,12/09/2017,Sattviko,eCommerce,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,,
,,Healthcare services portal,,,,,,,,,,,,,,,,,,596.0,12/09/2017,3HCare,Consumer Internet,New Delhi,Undisclosed Investor,Seed Funding,"1,00,000",
,,Imaging Technology for Armed Forces,,,,,,,,,,,,,,,,,,597.0,12/09/2017,Tonbo Imaging,Technology,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,"1,70,00,000",
,,Smart Parking Enabler,,,,,,,,,,,,,,,,,,598.0,12/09/2017,Get My Parking,Consumer Internet,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,"30,00,000",
,,Content marketing platform,,,,,,,,,,,,,,,,,,599.0,13/09/2017,WittyFeed,Technology,Indore,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,,
,,women focussed customer-to-customer reseller network,,,,,,,,,,,,,,,,,,600.0,13/09/2017,Glowroad,Consumer Internet,Bangalore,"Accel Partners,",Private Equity,"20,00,000",
,,udget hotel marketplace,,,,,,,,,,,,,,,,,,601.0,13/09/2017,OYO Rooms,Consumer Internet,Gurgaon,China Lodging Group,Private Equity,"1,00,00,000",
,,Online learning platform,,,,,,,,,,,,,,,,,,602.0,13/09/2017,Unacademy,Consumer Internet,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,"1,15,00,000",
,,Telecom & IoT platform,,,,,,,,,,,,,,,,,,603.0,13/09/2017,Heterogenous,Technology,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,"7,80,000",
,,co-working space provider,,,,,,,,,,,,,,,,,,604.0,14/09/2017,Gurukul,Consumer Internet,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,,
,,Virtual Reality gaming and entertainment platform,,,,,,,,,,,,,,,,,,605.0,14/09/2017,Smaaash,Technology,Mumbai,ECL Finance,Private Equity,"4,40,00,000",
,,Bike Rental Platform,,,,,,,,,,,,,,,,,,606.0,14/09/2017,WheelStreet,Consumer Portal,Bangalore,Y Combinator,Seed Funding,"1,20,000",
,,Online Tutoring Platform,,,,,,,,,,,,,,,,,,607.0,14/09/2017,Xprep,Consumer Internet,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,,
,,Pregnancy & Baby Care product etailer,,,,,,,,,,,,,,,,,,608.0,18/09/2017,The Moms Co,eCommerce,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"10,00,000",
,,"mobile-first communication platform for on-field staff,",,,,,,,,,,,,,,,,,,609.0,19/09/2017,Noticeboard,Technology,Bangalore,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,,
,,Integrated receivables software solutions,,,,,,,,,,,,,,,,,,610.0,19/09/2017,High Radius,Technology,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,"5,00,00,000",
,,Technology-Empowered Healthcare Solutions,,,,,,,,,,,,,,,,,,611.0,20/09/2017,HWell24 Plus,Healthcare,Mumbai,Undisclosed Investors,Seed Funding,,
,,financial services firm,,,,,,,,,,,,,,,,,,612.0,21/09/2017,SaveBC,Finance,Gaya,Incofin Investment Management.,Private Equity,"60,00,000",
,,E-sports platform,,,,,,,,,,,,,,,,,,613.0,21/09/2017,Gaming Monk,Consumer Internet,New Delhi,AdvantEdge,Private Equity,,
,,Co-working spaces,,,,,,,,,,,,,,,,,,614.0,21/09/2017,91SpringBoard,Consumer Internet,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,,
,,Home Furnishing & Building material marketplace,,,,,,,,,,,,,,,,,,615.0,21/09/2017,Homergize,eCommerce,Bangalore,LG Chandrasekhar,Private Equity,"10,00,000",
,,Online Travel Agency,,,,,,,,,,,,,,,,,,616.0,22/09/2017,Yatra.com,eCommerce,Gurgaon,InnoVen Capital India,Debt Funding,"1,54,00,000",
,,Omni-channel web commerce solutions provider,,,,,,,,,,,,,,,,,,617.0,22/09/2017,Ace Turtle,Technology,Bangalore,InnoVen Capital,Private Equity,,
,,Scooter Rental Platform,,,,,,,,,,,,,,,,,,618.0,25/09/2017,Vogo,Consumer Internet,Bangalore,AV Thomas Group,Seed Funding,,
,,SME Marketing Management Solution,,,,,,,,,,,,,,,,,,619.0,25/09/2017,Synup,Technology,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,"60,00,000",
,,Food Delivery platform,,,,,,,,,,,,,,,,,,620.0,25/09/2017,Tinmen,Consumer Internet,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,,
,,Crop Technology Solutions,,,,,,,,,,,,,,,,,,621.0,25/09/2017,Cropin,Technology,Bangalore,Beenext,Private Equity,,
,,Bike Aggregator Mobile App,,,,,,,,,,,,,,,,,,622.0,25/09/2017,Rapido,Consumer Internet,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,"4,22,000",
,,Sports & Sport related equipment portal,,,,,,,,,,,,,,,,,,623.0,25/09/2017,Sportobuddy,Consumer Internet,Mumbai,Mehul Shah,Seed Funding,"1,50,000",
,,Online consumer lending platform,,,,,,,,,,,,,,,,,,624.0,26/09/2017,Credifiable,Consumer Internet,Bangalore,Kae Capital,Private Equity,,
,,Matchmaking app for the differently abled,,,,,,,,,,,,,,,,,,625.0,26/09/2017,Inclov,Consumer Internet,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,,
,,Language learning Mobile App,,,,,,,,,,,,,,,,,,626.0,26/09/2017,Multibhashi,Consumer Internet,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed Funding,,
,,Geospatial Technology-based SaaS solutions,,,,,,,,,,,,,,,,,,627.0,27/09/2017,Transerve,Technology,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,"16,00,000",
,,O2O fashion discovery platform,,,,,,,,,,,,,,,,,,628.0,27/09/2017,Fashalot,Consumer Internet,Gurgaon,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,,
,,Car repair and Servicing Platform,,,,,,,,,,,,,,,,,,629.0,27/09/2017,Pitstop,Consumer Internet,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"10,00,000",
,,Luxury Helicopter Tourism Services portal,,,,,,,,,,,,,,,,,,630.0,27/09/2017,GoChoppers,Consumer Internet,Gurgaon,"Rivergate Capital,",Seed Funding,,
,,Local Language Health Information portal,,,,,,,,,,,,,,,,,,631.0,27/09/2017,MyUpchar,Consumer Internet,New Delhi,LetsVenture,Seed Funding,"3,00,000",
,,Defense Tech & Aerospace startup,,,,,,,,,,,,,,,,,,632.0,28/09/2017,Aadyah,Technology,Bangalore,Keiretsu Forum,Private Equity,"10,00,000",
,,Predictive Care Platform,,,,,,,,,,,,,,,,,,633.0,01/08/2017,TouchKin,Technology,Bangalore,Kae Capital,Private Equity,"13,00,000",
,,Digital Marketing Agency,,,,,,,,,,,,,,,,,,634.0,02/08/2017,Ethinos,Technology,Mumbai,Triton Investment Advisors,Private Equity,,
,,Online platform for Higher Education Services,,,,,,,,,,,,,,,,,,635.0,02/08/2017,Leverage Edu,Consumer Internet,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,,
,,DIY Ecommerce platform,,,,,,,,,,,,,,,,,,636.0,02/08/2017,Zepo,Consumer Internet,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,"5,00,000",
,,healthcare service aggregator,,,,,,,,,,,,,,,,,,637.0,02/08/2017,Click2Clinic,Consumer Internet,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,"8,50,000",
,,On-Demand Logistics Service provider,,,,,,,,,,,,,,,,,,638.0,03/08/2017,SpeedBox,Logistics,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,"3,00,000",
,,Recruitment Portal,,,,,,,,,,,,,,,,,,639.0,03/08/2017,Skill Connect,Consumer Internet,Jaipur,Rajasthan Angel Investor Network,Seed Funding,,
,,Tea Delivery Portal & offline stores,,,,,,,,,,,,,,,,,,640.0,03/08/2017,Chai Point,Consumer Internet,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,,
,,Health Products & Services Aggregator,,,,,,,,,,,,,,,,,,641.0,03/08/2017,Zoctr,Consumer Internet,Mumbai,SIDBI,Private Equity,,
,,Restaurant Management Solutions,,,,,,,,,,,,,,,,,,642.0,04/08/2017,Lime Tray,Technology,New Delhi,JSW Ventures,Private Equity,,
,,Fashion Resale Marketplace,,,,,,,,,,,,,,,,,,643.0,04/08/2017,CoutLoot,eCommerce,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,,
,,Warehouse Aggregator,,,,,,,,,,,,,,,,,,644.0,04/08/2017,Box My Space,Logistics,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,,
,,Skincare Speciality services,,,,,,,,,,,,,,,,,,645.0,05/08/2017,Curatio,Healthcare,Chennai,Anicut Capital,Private Equity,,
,,Hospital Management Software,,,,,,,,,,,,,,,,,,646.0,08/08/2017,New Castle Technologies,Technology,Chennai,Undisclosed investors,Seed Funding,"2,43,000",
,,foreign exchange services,,,,,,,,,,,,,,,,,,647.0,08/08/2017,My Forex Eye,Consumer Internet,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,"2,20,000",
,,Mobile based Logistics Service,,,,,,,,,,,,,,,,,,648.0,09/08/2017,TruxApp,Logistics,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,"31,00,000",
,,Agriculture Supply Chain solutions,,,,,,,,,,,,,,,,,,649.0,09/08/2017,CroFarm,Technology,Gurgaon,Factor[e] Ventures,Seed Funding,"7,83,000",
,,Online milk delivery,,,,,,,,,,,,,,,,,,650.0,09/08/2017,DoodhWala,Consumer Internet,Bangalore,Tom Varkey,Seed Funding,,
,,Co-Living space aggregator,,,,,,,,,,,,,,,,,,651.0,10/08/2017,Stayabode,Consumer Internet,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,,
,,Online Marketplace,,,,,,,,,,,,,,,,,,652.0,11/08/2017,Flipkart,eCommerce,Bangalore,Softbank,Private Equity,"2,50,00,00,000",
,,Mobile games developer,,,,,,,,,,,,,,,,,,653.0,11/08/2017,Moong Labs,Technology,New Delhi,Nazara Games,Private Equity,,
,,App based cab aggregation Service,,,,,,,,,,,,,,,,,,654.0,11/08/2017,Ola Cabs,Consumer Internet,Gurgaon,Tekne Capital Management,Private Equity,"3,60,00,000",
,,Sports Content Mobile App,,,,,,,,,,,,,,,,,,655.0,14/08/2017,Sports Flashes,Consumer Internet,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,,
,,Personal Loans & EMI solutions platform,,,,,,,,,,,,,,,,,,656.0,14/08/2017,Digilend,Technology,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,"3,12,000",
,,Unsecured Small Business Loans,,,,,,,,,,,,,,,,,,657.0,15/08/2017,KNAB Finance,Consumer Internet,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,"3,85,000",
,,Payment Solution Mobile app,,,,,,,,,,,,,,,,,,658.0,17/08/2017,Get Simpl,Consumer Internet,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,,
,,Building material online store,,,,,,,,,,,,,,,,,,659.0,20/08/2017,Rootefy,eCommerce,New Delhi,"Abhinav Gupta,",Seed Funding,"1,87,000",
,,speech recognition startup,,,,,,,,,,,,,,,,,,660.0,21/08/2017,Uniphore,Technology,Chennai,IDG Ventures,Private Equity,"68,00,000",
,,E-Tech platform,,,,,,,,,,,,,,,,,,661.0,21/08/2017,Cerebroz,Consumer Internet,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,"7,34,000",
,,instant messaging platform,,,,,,,,,,,,,,,,,,662.0,22/08/2017,Flochat,Consumer Internet,Mumbai,"iSquare Global,",Seed Funding,,
,,Govt service application portal,,,,,,,,,,,,,,,,,,663.0,22/08/2017,EasyGov,Consumer Internet,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,,
,,Online Grocery platform,,,,,,,,,,,,,,,,,,664.0,23/08/2017,Milk Basket,Consumer Internet,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,,
,,Cloud data protection and management solutions,,,,,,,,,,,,,,,,,,665.0,23/08/2017,Dhruva,Technology,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,"8,00,00,000",
,,Men Grooming product etailer,,,,,,,,,,,,,,,,,,666.0,23/08/2017,Bombay Shaving Company,eCommerce,New Delhi,Fireside Ventures,Private Equity,"23,00,000",
